Location_ID,Latitude,Longitude,Depot_Flag,Demand_unit,Product_Type,Temp_Min,Temp_Max,Ripeness_Date,Expiration_Date,Packaging_Type,Contamination_Group,Handling_Notes,Urgency_Score,Time_Window_Start,Time_Window_End
L621,41.661103,-86.522414,FALSE,23,Dairy,0,4,06/08/2025,06/10/2025,Box,C,Fragile,0.31,08:00,12:00
L622,39.520621,-85.576298,FALSE,3,Herbs,5,10,06/05/2025,06/12/2025,Crate,C,None,0.07,17:00,20:00
L623,44.371269,-86.477957,FALSE,1,Herbs,5,10,06/05/2025,06/10/2025,Box,C,None,0.35,17:00,20:00
L624,49.34092,-91.404415,FALSE,12,Fruit,4,8,06/05/2025,06/09/2025,Pallet,B,None,0.37,12:00,17:00
L625,42.565962,-86.468323,FALSE,25,Herbs,5,10,06/08/2025,06/13/2025,Box,C,Keep Upright,0.11,17:00,20:00
L626,41.769877,-86.01694,FALSE,13,Leafy,1,7,06/05/2025,06/11/2025,Crate,A,Keep Upright,0.6,08:00,12:00
L627,47.736531,-85.410895,FALSE,25,Fruit,4,8,06/07/2025,06/14/2025,Pallet,C,None,0.08,17:00,20:00
L628,40.64129,-92.386238,FALSE,9,Meat,-2,0,06/08/2025,06/15/2025,Crate,A,Fragile,0.77,17:00,20:00
L629,42.942025,-83.444321,FALSE,14,Meat,-2,0,06/05/2025,06/08/2025,Box,C,Keep Upright,0.76,17:00,20:00
L630,44.163107,-82.431339,TRUE,16,Meat,-2,0,06/08/2025,06/14/2025,Box,C,Fragile,0.44,17:00,20:00
L631,42.106225,-88.849721,FALSE,22,Dairy,0,4,06/06/2025,06/08/2025,Crate,A,Keep Upright,0.55,08:00,12:00
L632,47.10544,-88.566378,FALSE,15,Meat,-2,0,06/08/2025,06/10/2025,Pallet,A,None,0.41,17:00,20:00
L633,39.438828,-87.484785,FALSE,8,Leafy,1,7,06/08/2025,06/10/2025,Pallet,C,None,0.2,08:00,12:00
L634,42.441415,-86.220896,FALSE,17,Dairy,0,4,06/07/2025,06/13/2025,Pallet,A,Keep Upright,0.56,12:00,17:00
L635,47.112123,-85.503845,FALSE,10,Dairy,0,4,06/07/2025,06/09/2025,Pallet,B,Fragile,0.77,12:00,17:00
L636,48.036782,-87.363014,FALSE,18,Meat,-2,0,06/06/2025,06/09/2025,Pallet,C,Keep Upright,0.16,17:00,20:00
L637,46.257565,-94.066542,FALSE,21,Leafy,1,7,06/07/2025,06/09/2025,Crate,A,None,0.25,08:00,12:00
L638,43.617383,-95.226871,FALSE,24,Fruit,4,8,06/07/2025,06/09/2025,Box,A,Fragile,0.5,12:00,17:00
L639,48.774832,-91.194114,FALSE,2,Herbs,5,10,06/07/2025,06/14/2025,Box,B,Keep Upright,0.42,08:00,12:00
L640,46.179932,-85.62512,FALSE,18,Meat,-2,0,06/08/2025,06/10/2025,Crate,A,None,0.49,08:00,12:00
L641,41.266984,-87.731443,FALSE,9,Leafy,1,7,06/06/2025,06/09/2025,Pallet,B,None,0.48,17:00,20:00
L642,43.656088,-85.145091,FALSE,6,Meat,-2,0,06/08/2025,06/13/2025,Crate,C,None,0.93,12:00,17:00
L643,42.251182,-84.38509,FALSE,14,Herbs,5,10,06/07/2025,06/13/2025,Box,B,None,0.02,12:00,17:00
L644,46.941182,-90.234875,FALSE,15,Meat,-2,0,06/08/2025,06/12/2025,Crate,A,None,0.12,12:00,17:00
L645,40.498806,-88.182599,FALSE,10,Herbs,5,10,06/05/2025,06/09/2025,Pallet,B,Fragile,0.42,08:00,12:00
L646,44.607482,-87.222227,FALSE,22,Meat,-2,0,06/06/2025,06/11/2025,Box,C,Keep Upright,0.68,17:00,20:00
L647,44.542258,-93.089198,FALSE,4,Meat,-2,0,06/08/2025,06/15/2025,Crate,A,Fragile,0.07,08:00,12:00
L648,43.71548,-86.741794,FALSE,8,Herbs,5,10,06/06/2025,06/10/2025,Box,B,Keep Upright,0.55,08:00,12:00
L649,43.330936,-81.952628,TRUE,8,Herbs,5,10,06/05/2025,06/07/2025,Box,B,None,0.74,12:00,17:00
L650,45.641829,-97.090195,FALSE,10,Leafy,1,7,06/07/2025,06/10/2025,Pallet,C,Keep Upright,0.69,12:00,17:00
L651,44.703141,-87.255639,FALSE,21,Fruit,4,8,06/06/2025,06/09/2025,Box,B,Keep Upright,0.95,12:00,17:00
L652,40.769549,-88.00427,FALSE,11,Meat,-2,0,06/08/2025,06/10/2025,Box,A,None,0.77,17:00,20:00
L653,45.77766,-81.946177,FALSE,25,Fruit,4,8,06/08/2025,06/14/2025,Crate,C,Fragile,0.31,08:00,12:00
L654,43.659372,-90.534953,FALSE,3,Fruit,4,8,06/05/2025,06/09/2025,Crate,B,Fragile,0.48,12:00,17:00
L655,45.670823,-83.674127,FALSE,10,Leafy,1,7,06/05/2025,06/11/2025,Box,A,Keep Upright,0.19,12:00,17:00
L656,44.202052,-95.777201,FALSE,16,Leafy,1,7,06/08/2025,06/13/2025,Pallet,A,Fragile,0.47,08:00,12:00
L657,42.868523,-89.185173,FALSE,5,Dairy,0,4,06/06/2025,06/10/2025,Pallet,C,None,0.11,08:00,12:00
L658,47.457758,-91.503471,FALSE,1,Fruit,4,8,06/06/2025,06/13/2025,Pallet,C,None,0.6,12:00,17:00
L659,48.571119,-91.582252,FALSE,21,Herbs,5,10,06/05/2025,06/07/2025,Box,B,Keep Upright,0.49,12:00,17:00
L660,49.854121,-87.820499,FALSE,7,Herbs,5,10,06/07/2025,06/11/2025,Crate,B,Fragile,0.78,17:00,20:00
L661,43.80599,-90.229258,FALSE,3,Herbs,5,10,06/05/2025,06/12/2025,Pallet,B,Fragile,0.15,08:00,12:00
L662,42.514282,-86.731608,FALSE,3,Herbs,5,10,06/06/2025,06/08/2025,Box,B,Fragile,0.73,08:00,12:00
L663,46.121078,-89.691056,FALSE,22,Leafy,1,7,06/07/2025,06/14/2025,Box,C,None,0.32,08:00,12:00
L664,41.048283,-89.12774,FALSE,6,Meat,-2,0,06/05/2025,06/10/2025,Pallet,B,None,0.92,17:00,20:00
L665,45.102653,-93.962749,TRUE,4,Herbs,5,10,06/08/2025,06/12/2025,Box,B,Fragile,0.13,08:00,12:00
L666,43.87702,-95.664584,FALSE,6,Fruit,4,8,06/06/2025,06/11/2025,Pallet,A,Keep Upright,0.77,12:00,17:00
L667,40.715166,-92.630944,FALSE,13,Dairy,0,4,06/08/2025,06/12/2025,Box,A,Keep Upright,0.47,12:00,17:00
L668,44.330716,-81.588233,FALSE,10,Meat,-2,0,06/06/2025,06/13/2025,Crate,A,None,0.05,17:00,20:00
L669,45.204098,-89.811964,FALSE,23,Dairy,0,4,06/07/2025,06/10/2025,Box,A,Fragile,0.21,12:00,17:00
L670,38.6717,-89.56247,FALSE,2,Dairy,0,4,06/08/2025,06/15/2025,Crate,C,Keep Upright,0.17,12:00,17:00
L671,43.925424,-82.733842,FALSE,2,Leafy,1,7,06/07/2025,06/11/2025,Pallet,C,None,0.33,12:00,17:00
L672,48.576582,-93.905521,FALSE,22,Dairy,0,4,06/06/2025,06/11/2025,Pallet,B,Fragile,0.01,17:00,20:00
L673,46.013093,-81.724427,FALSE,24,Herbs,5,10,06/06/2025,06/09/2025,Box,A,Fragile,0.37,08:00,12:00
L674,41.166696,-91.121421,FALSE,17,Herbs,5,10,06/06/2025,06/12/2025,Box,B,None,0.38,17:00,20:00
L675,41.654656,-92.85647,FALSE,2,Dairy,0,4,06/07/2025,06/13/2025,Crate,C,None,0.02,08:00,12:00
L676,47.395827,-91.426109,FALSE,14,Fruit,4,8,06/06/2025,06/08/2025,Crate,A,Fragile,0.31,12:00,17:00
L677,43.715915,-95.243799,FALSE,6,Leafy,1,7,06/05/2025,06/11/2025,Box,A,None,0.36,08:00,12:00
L678,44.256335,-86.736371,FALSE,16,Herbs,5,10,06/07/2025,06/12/2025,Pallet,B,Fragile,0.81,17:00,20:00
L679,42.962137,-82.951263,FALSE,3,Meat,-2,0,06/05/2025,06/11/2025,Crate,B,None,0.77,17:00,20:00
L680,47.173586,-95.965287,FALSE,9,Fruit,4,8,06/06/2025,06/08/2025,Pallet,C,Fragile,0.41,17:00,20:00
L681,44.274906,-90.709191,FALSE,25,Fruit,4,8,06/07/2025,06/10/2025,Crate,B,None,0.64,12:00,17:00
L682,45.062285,-86.887737,TRUE,11,Meat,-2,0,06/06/2025,06/13/2025,Pallet,B,Fragile,0.21,08:00,12:00
L683,45.392646,-89.607642,TRUE,23,Leafy,1,7,06/08/2025,06/12/2025,Pallet,C,Fragile,0.59,08:00,12:00
L684,46.259811,-90.037377,FALSE,19,Dairy,0,4,06/07/2025,06/10/2025,Box,B,None,0.66,17:00,20:00
L685,46.576604,-93.313538,FALSE,12,Dairy,0,4,06/08/2025,06/15/2025,Box,C,Fragile,0.82,12:00,17:00
L686,42.879574,-84.998667,FALSE,25,Dairy,0,4,06/07/2025,06/10/2025,Crate,A,Keep Upright,0.99,17:00,20:00
L687,45.619117,-89.457083,FALSE,4,Herbs,5,10,06/05/2025,06/08/2025,Box,A,Keep Upright,0.97,08:00,12:00
L688,39.960747,-89.886935,FALSE,15,Herbs,5,10,06/05/2025,06/11/2025,Crate,C,Keep Upright,0.42,17:00,20:00
L689,39.127163,-88.583046,FALSE,22,Herbs,5,10,06/05/2025,06/12/2025,Pallet,C,Fragile,0.43,12:00,17:00
L690,44.723533,-83.513083,TRUE,2,Leafy,1,7,06/05/2025,06/08/2025,Box,B,Keep Upright,0.25,08:00,12:00
L691,43.479889,-94.825731,FALSE,23,Herbs,5,10,06/08/2025,06/13/2025,Pallet,A,Keep Upright,0.65,12:00,17:00
L692,47.878837,-91.638816,FALSE,8,Dairy,0,4,06/06/2025,06/10/2025,Box,C,Keep Upright,0.56,08:00,12:00
L693,47.049291,-92.791176,FALSE,3,Fruit,4,8,06/06/2025,06/08/2025,Box,C,None,0.48,08:00,12:00
L694,39.074749,-92.326134,FALSE,8,Dairy,0,4,06/06/2025,06/11/2025,Box,C,None,0.84,17:00,20:00
L695,46.885789,-83.964022,FALSE,2,Fruit,4,8,06/05/2025,06/12/2025,Box,A,Keep Upright,0.37,12:00,17:00
L696,47.284648,-90.157673,FALSE,11,Meat,-2,0,06/05/2025,06/10/2025,Box,A,Fragile,0.7,12:00,17:00
L697,43.054757,-94.636821,FALSE,23,Leafy,1,7,06/08/2025,06/10/2025,Box,B,Keep Upright,0.77,12:00,17:00
L698,49.573517,-88.377707,FALSE,4,Leafy,1,7,06/08/2025,06/15/2025,Box,C,Keep Upright,0.64,08:00,12:00
L699,39.986679,-88.316674,FALSE,18,Meat,-2,0,06/05/2025,06/08/2025,Crate,B,Keep Upright,0.34,08:00,12:00
L700,41.039589,-82.790842,FALSE,21,Dairy,0,4,06/06/2025,06/13/2025,Box,B,None,0.69,17:00,20:00
L701,46.797296,-90.300443,FALSE,16,Meat,-2,0,06/06/2025,06/09/2025,Box,C,Fragile,0.19,08:00,12:00
L702,47.334302,-92.946526,FALSE,1,Dairy,0,4,06/07/2025,06/10/2025,Crate,A,Keep Upright,0.28,12:00,17:00
L703,46.218182,-91.964037,FALSE,20,Fruit,4,8,06/05/2025,06/07/2025,Pallet,C,None,0.14,12:00,17:00
L704,49.271931,-84.992439,FALSE,22,Herbs,5,10,06/05/2025,06/10/2025,Box,A,Fragile,0.95,17:00,20:00
L705,44.532703,-85.009049,FALSE,4,Fruit,4,8,06/05/2025,06/12/2025,Crate,A,Fragile,0.72,17:00,20:00
L706,42.538492,-87.080234,FALSE,5,Leafy,1,7,06/05/2025,06/10/2025,Crate,B,None,0.34,08:00,12:00
L707,46.189483,-82.752446,FALSE,11,Leafy,1,7,06/05/2025,06/07/2025,Box,B,Keep Upright,0.16,12:00,17:00
L708,48.767644,-85.174824,FALSE,14,Herbs,5,10,06/05/2025,06/11/2025,Pallet,A,Keep Upright,0.06,17:00,20:00
L709,42.420345,-89.198027,FALSE,23,Fruit,4,8,06/05/2025,06/07/2025,Crate,B,None,0.7,12:00,17:00
L710,41.610137,-85.730644,FALSE,10,Dairy,0,4,06/06/2025,06/13/2025,Box,C,None,0.27,17:00,20:00
L711,41.095646,-87.565423,TRUE,7,Fruit,4,8,06/07/2025,06/12/2025,Box,A,Fragile,0.33,12:00,17:00
L712,46.557359,-90.823197,FALSE,9,Fruit,4,8,06/08/2025,06/13/2025,Crate,B,None,0.95,12:00,17:00
L713,45.626652,-88.009394,FALSE,14,Herbs,5,10,06/06/2025,06/12/2025,Pallet,A,Keep Upright,0.8,17:00,20:00
L714,41.811536,-94.973993,FALSE,20,Leafy,1,7,06/08/2025,06/14/2025,Box,B,None,0.78,08:00,12:00
L715,43.282362,-92.598539,FALSE,20,Leafy,1,7,06/07/2025,06/14/2025,Box,C,None,0.99,17:00,20:00
L716,46.53537,-85.107361,FALSE,2,Herbs,5,10,06/07/2025,06/10/2025,Box,B,Fragile,0.06,12:00,17:00
L717,43.098541,-87.169855,FALSE,21,Dairy,0,4,06/06/2025,06/08/2025,Pallet,C,Fragile,0.41,12:00,17:00
L718,46.792517,-90.616445,TRUE,10,Fruit,4,8,06/06/2025,06/09/2025,Crate,A,None,0.71,12:00,17:00
L719,43.926395,-82.771577,FALSE,2,Fruit,4,8,06/07/2025,06/10/2025,Box,C,Fragile,0.76,12:00,17:00
L720,39.873379,-86.038053,FALSE,24,Dairy,0,4,06/06/2025,06/08/2025,Pallet,B,Keep Upright,0.59,17:00,20:00
L721,46.077155,-85.816862,FALSE,17,Meat,-2,0,06/05/2025,06/08/2025,Crate,A,Fragile,0.33,12:00,17:00
L722,42.831632,-92.066266,FALSE,7,Fruit,4,8,06/08/2025,06/10/2025,Crate,C,None,0.28,17:00,20:00
L723,39.684002,-84.794369,FALSE,2,Leafy,1,7,06/06/2025,06/10/2025,Pallet,A,None,0.57,08:00,12:00
L724,43.344141,-94.20313,FALSE,4,Fruit,4,8,06/07/2025,06/13/2025,Crate,A,None,0.25,17:00,20:00
L725,44.658169,-85.139535,FALSE,18,Fruit,4,8,06/05/2025,06/11/2025,Crate,A,Fragile,0.68,12:00,17:00
L726,41.720254,-94.451321,FALSE,16,Fruit,4,8,06/06/2025,06/12/2025,Box,B,Keep Upright,0.11,12:00,17:00
L727,46.685726,-91.817599,FALSE,10,Dairy,0,4,06/08/2025,06/15/2025,Box,B,Keep Upright,0.82,08:00,12:00
L728,42.759104,-89.250347,FALSE,20,Leafy,1,7,06/07/2025,06/09/2025,Pallet,B,Fragile,0.35,17:00,20:00
L729,41.713738,-85.250648,FALSE,15,Meat,-2,0,06/08/2025,06/10/2025,Box,A,Keep Upright,0.54,08:00,12:00
L730,41.916074,-85.612563,FALSE,2,Fruit,4,8,06/08/2025,06/10/2025,Pallet,C,Fragile,0.94,08:00,12:00
L731,42.265842,-82.855878,FALSE,9,Leafy,1,7,06/08/2025,06/11/2025,Pallet,A,Keep Upright,0.93,17:00,20:00
L732,39.152693,-90.473213,FALSE,14,Dairy,0,4,06/05/2025,06/12/2025,Pallet,C,None,0.16,17:00,20:00
L733,41.133734,-89.846041,FALSE,16,Leafy,1,7,06/06/2025,06/08/2025,Box,A,None,0.27,08:00,12:00
L734,45.648338,-92.016163,FALSE,17,Dairy,0,4,06/08/2025,06/11/2025,Box,C,None,0.32,08:00,12:00
L735,48.024188,-94.091721,FALSE,6,Fruit,4,8,06/05/2025,06/08/2025,Crate,B,None,0.51,08:00,12:00
L736,39.862908,-91.428758,FALSE,21,Fruit,4,8,06/05/2025,06/08/2025,Crate,B,None,0.05,08:00,12:00
L737,44.319697,-85.697738,FALSE,19,Fruit,4,8,06/05/2025,06/11/2025,Pallet,A,Keep Upright,0.99,17:00,20:00
L738,46.399687,-93.776446,FALSE,22,Meat,-2,0,06/07/2025,06/11/2025,Box,A,None,0.86,08:00,12:00
L739,48.23912,-88.446235,FALSE,20,Meat,-2,0,06/06/2025,06/11/2025,Crate,C,Fragile,0.53,08:00,12:00
L740,48.486427,-85.316287,FALSE,24,Herbs,5,10,06/06/2025,06/10/2025,Box,C,None,0.93,08:00,12:00
L741,41.770052,-82.748683,FALSE,5,Dairy,0,4,06/08/2025,06/10/2025,Pallet,A,Keep Upright,0.4,12:00,17:00
L742,46.550493,-91.03987,FALSE,7,Fruit,4,8,06/06/2025,06/11/2025,Pallet,A,None,0.84,08:00,12:00
L743,45.998617,-93.794683,FALSE,9,Fruit,4,8,06/08/2025,06/10/2025,Crate,B,Keep Upright,0.28,12:00,17:00
L744,43.847604,-95.236335,FALSE,11,Leafy,1,7,06/08/2025,06/13/2025,Crate,C,None,0.74,12:00,17:00
L745,49.564501,-90.6945,FALSE,11,Leafy,1,7,06/05/2025,06/07/2025,Pallet,B,Keep Upright,0.08,12:00,17:00
L746,48.625489,-91.66295,FALSE,8,Leafy,1,7,06/06/2025,06/09/2025,Crate,C,None,0.7,12:00,17:00
L747,46.632961,-96.654545,FALSE,22,Meat,-2,0,06/05/2025,06/09/2025,Crate,A,Keep Upright,0.74,17:00,20:00
L748,43.965796,-95.367941,FALSE,21,Leafy,1,7,06/08/2025,06/15/2025,Crate,B,Keep Upright,0.3,17:00,20:00
L749,49.38676,-92.46335,FALSE,5,Dairy,0,4,06/08/2025,06/14/2025,Crate,C,Keep Upright,0.44,17:00,20:00
L750,45.887276,-92.103975,TRUE,16,Leafy,1,7,06/05/2025,06/12/2025,Box,C,Fragile,0.28,12:00,17:00
L751,44.071216,-86.398,FALSE,3,Dairy,0,4,06/05/2025,06/08/2025,Crate,A,Fragile,0.63,17:00,20:00
L752,47.525161,-87.777266,FALSE,10,Fruit,4,8,06/08/2025,06/11/2025,Crate,B,Keep Upright,0.55,08:00,12:00
L753,44.470929,-82.961672,FALSE,15,Herbs,5,10,06/05/2025,06/12/2025,Crate,A,None,0.28,08:00,12:00
L754,39.139521,-90.59829,FALSE,20,Meat,-2,0,06/08/2025,06/10/2025,Crate,B,Fragile,0.75,12:00,17:00
L755,41.811963,-93.309938,FALSE,25,Fruit,4,8,06/08/2025,06/15/2025,Crate,A,None,0.14,12:00,17:00
L756,46.690392,-91.53265,FALSE,9,Fruit,4,8,06/06/2025,06/09/2025,Box,C,Keep Upright,0.52,17:00,20:00
L757,40.731091,-90.485994,FALSE,21,Dairy,0,4,06/05/2025,06/10/2025,Pallet,A,None,0.32,08:00,12:00
L758,45.687071,-87.220053,FALSE,23,Leafy,1,7,06/08/2025,06/13/2025,Pallet,B,Fragile,0.99,12:00,17:00
L759,44.342819,-83.010541,FALSE,17,Dairy,0,4,06/06/2025,06/11/2025,Crate,A,Keep Upright,0.88,17:00,20:00
L760,44.684911,-94.767353,FALSE,18,Fruit,4,8,06/07/2025,06/10/2025,Crate,B,Keep Upright,0.33,17:00,20:00
L761,49.039993,-91.304135,FALSE,21,Herbs,5,10,06/08/2025,06/13/2025,Pallet,B,Fragile,0.47,12:00,17:00
L762,42.604908,-89.17013,FALSE,16,Leafy,1,7,06/05/2025,06/08/2025,Pallet,A,Fragile,0.81,12:00,17:00
L763,39.324359,-88.42116,FALSE,18,Leafy,1,7,06/07/2025,06/12/2025,Box,A,Keep Upright,0.89,08:00,12:00
L764,42.327053,-95.50684,FALSE,14,Herbs,5,10,06/07/2025,06/12/2025,Box,B,Fragile,0.33,08:00,12:00
L765,45.478263,-86.730376,TRUE,4,Leafy,1,7,06/06/2025,06/10/2025,Crate,C,Fragile,0.2,08:00,12:00
L766,40.852099,-84.889717,FALSE,15,Herbs,5,10,06/08/2025,06/12/2025,Crate,C,Keep Upright,0.88,12:00,17:00
L767,43.746486,-96.867819,FALSE,13,Dairy,0,4,06/07/2025,06/09/2025,Pallet,C,None,0.35,12:00,17:00
L768,41.96381,-87.602507,FALSE,3,Herbs,5,10,06/08/2025,06/15/2025,Box,A,None,0.34,08:00,12:00
L769,46.175354,-88.740889,FALSE,17,Fruit,4,8,06/08/2025,06/15/2025,Crate,B,Keep Upright,0.07,08:00,12:00
L770,42.491465,-84.391863,FALSE,18,Meat,-2,0,06/07/2025,06/13/2025,Crate,C,Keep Upright,0.24,12:00,17:00
L771,43.867109,-91.45852,FALSE,14,Leafy,1,7,06/08/2025,06/10/2025,Crate,C,Fragile,0.73,08:00,12:00
L772,45.847571,-93.273639,FALSE,7,Herbs,5,10,06/05/2025,06/12/2025,Box,C,Fragile,0.65,17:00,20:00
L773,41.834272,-84.660221,FALSE,13,Herbs,5,10,06/06/2025,06/11/2025,Crate,C,None,0.37,12:00,17:00
L774,49.617608,-91.136322,FALSE,7,Leafy,1,7,06/05/2025,06/08/2025,Crate,B,Fragile,0.42,12:00,17:00
L775,45.972171,-92.380727,FALSE,15,Meat,-2,0,06/05/2025,06/11/2025,Pallet,A,Fragile,0.2,12:00,17:00
L776,46.588495,-95.702547,TRUE,23,Fruit,4,8,06/08/2025,06/10/2025,Pallet,C,Fragile,0.27,12:00,17:00
L777,43.797838,-86.215503,FALSE,3,Fruit,4,8,06/08/2025,06/12/2025,Pallet,C,None,0.08,12:00,17:00
L778,42.417497,-86.345594,TRUE,19,Leafy,1,7,06/08/2025,06/12/2025,Pallet,B,Keep Upright,0.77,12:00,17:00
L779,44.000934,-83.38185,TRUE,9,Leafy,1,7,06/07/2025,06/12/2025,Crate,A,None,0.8,12:00,17:00
L780,43.225275,-95.060627,FALSE,6,Dairy,0,4,06/05/2025,06/11/2025,Crate,B,Keep Upright,0.0,08:00,12:00
L781,47.933626,-94.902281,FALSE,6,Fruit,4,8,06/05/2025,06/07/2025,Box,A,Fragile,0.27,17:00,20:00
L782,42.465103,-91.379506,FALSE,1,Herbs,5,10,06/08/2025,06/15/2025,Pallet,C,None,0.26,17:00,20:00
L783,41.626281,-84.064332,FALSE,15,Fruit,4,8,06/05/2025,06/12/2025,Box,A,None,0.38,12:00,17:00
L784,48.530794,-92.314836,FALSE,19,Meat,-2,0,06/06/2025,06/10/2025,Box,B,Fragile,0.28,08:00,12:00
L785,46.344251,-95.177827,FALSE,23,Fruit,4,8,06/07/2025,06/14/2025,Crate,B,Keep Upright,0.43,12:00,17:00
L786,44.733811,-96.409725,FALSE,23,Meat,-2,0,06/06/2025,06/08/2025,Pallet,B,None,0.03,17:00,20:00
L787,41.212746,-83.854009,FALSE,18,Meat,-2,0,06/08/2025,06/14/2025,Box,B,Keep Upright,0.88,17:00,20:00
L788,43.292693,-88.656304,FALSE,16,Dairy,0,4,06/06/2025,06/08/2025,Box,A,Fragile,0.84,12:00,17:00
L789,39.755702,-91.571444,FALSE,7,Dairy,0,4,06/06/2025,06/09/2025,Box,B,Keep Upright,0.1,17:00,20:00
L790,49.724795,-91.018487,FALSE,9,Herbs,5,10,06/05/2025,06/10/2025,Crate,A,None,0.95,08:00,12:00
L791,43.340824,-92.188964,FALSE,9,Fruit,4,8,06/06/2025,06/12/2025,Pallet,A,Keep Upright,0.06,17:00,20:00
L792,42.492649,-93.067522,FALSE,13,Leafy,1,7,06/06/2025,06/11/2025,Crate,A,Keep Upright,0.09,17:00,20:00
L793,42.259275,-83.22379,FALSE,7,Fruit,4,8,06/05/2025,06/09/2025,Box,C,None,0.83,12:00,17:00
L794,42.169649,-94.727882,TRUE,20,Fruit,4,8,06/06/2025,06/10/2025,Pallet,B,Keep Upright,0.09,17:00,20:00
L795,44.628213,-83.656835,FALSE,22,Dairy,0,4,06/07/2025,06/13/2025,Crate,A,Keep Upright,0.7,12:00,17:00
L796,46.565921,-83.551594,FALSE,16,Meat,-2,0,06/08/2025,06/10/2025,Pallet,B,None,0.76,08:00,12:00
L797,43.592511,-87.729688,FALSE,14,Leafy,1,7,06/07/2025,06/14/2025,Crate,B,Fragile,0.29,17:00,20:00
L798,43.083598,-96.592296,FALSE,25,Meat,-2,0,06/05/2025,06/09/2025,Box,A,Keep Upright,0.95,17:00,20:00
L799,43.610613,-91.391862,FALSE,9,Leafy,1,7,06/06/2025,06/11/2025,Box,C,Fragile,0.03,08:00,12:00
L800,44.086255,-94.437562,FALSE,5,Leafy,1,7,06/07/2025,06/10/2025,Crate,A,Fragile,0.93,17:00,20:00
L801,42.978435,-81.971363,FALSE,25,Fruit,4,8,06/06/2025,06/11/2025,Box,A,None,0.69,12:00,17:00
L802,42.915324,-89.467086,FALSE,8,Dairy,0,4,06/06/2025,06/13/2025,Crate,B,Fragile,0.99,08:00,12:00
L803,46.115181,-81.708776,FALSE,21,Herbs,5,10,06/05/2025,06/09/2025,Pallet,A,None,0.35,12:00,17:00
L804,41.624291,-91.225755,FALSE,6,Herbs,5,10,06/06/2025,06/11/2025,Box,C,None,0.56,12:00,17:00
L805,39.763835,-92.620338,FALSE,3,Dairy,0,4,06/06/2025,06/08/2025,Pallet,A,Keep Upright,0.49,17:00,20:00
L806,47.762576,-83.962974,FALSE,8,Herbs,5,10,06/06/2025,06/12/2025,Box,C,None,0.52,17:00,20:00
L807,43.960056,-81.518817,FALSE,3,Fruit,4,8,06/05/2025,06/11/2025,Pallet,A,None,0.5,17:00,20:00
L808,40.787939,-89.680558,FALSE,21,Herbs,5,10,06/07/2025,06/13/2025,Box,A,Fragile,0.98,08:00,12:00
L809,42.581875,-88.622374,FALSE,9,Meat,-2,0,06/06/2025,06/09/2025,Box,A,Keep Upright,0.93,17:00,20:00
L810,44.31086,-84.043666,FALSE,20,Herbs,5,10,06/08/2025,06/11/2025,Pallet,B,Fragile,0.11,17:00,20:00
L811,47.718102,-86.86668,TRUE,7,Leafy,1,7,06/05/2025,06/10/2025,Pallet,A,None,0.65,17:00,20:00
L812,47.994464,-94.35529,FALSE,2,Herbs,5,10,06/07/2025,06/09/2025,Crate,C,Fragile,0.42,08:00,12:00
L813,47.983785,-83.436575,FALSE,13,Herbs,5,10,06/07/2025,06/11/2025,Pallet,A,None,0.52,12:00,17:00
L814,44.521391,-96.704207,FALSE,17,Herbs,5,10,06/08/2025,06/13/2025,Pallet,C,Keep Upright,0.92,12:00,17:00
L815,46.668899,-95.750693,FALSE,18,Leafy,1,7,06/08/2025,06/11/2025,Box,C,Fragile,0.64,12:00,17:00
L816,44.084965,-82.317389,FALSE,23,Leafy,1,7,06/05/2025,06/12/2025,Box,B,None,0.58,12:00,17:00
L817,40.05532,-92.806565,FALSE,10,Herbs,5,10,06/06/2025,06/13/2025,Pallet,A,None,0.76,12:00,17:00
L818,42.75478,-88.585978,FALSE,8,Meat,-2,0,06/05/2025,06/09/2025,Pallet,C,Keep Upright,0.34,12:00,17:00
L819,49.53967,-87.539037,FALSE,24,Dairy,0,4,06/07/2025,06/09/2025,Box,C,None,0.63,17:00,20:00
L820,41.536217,-85.982296,FALSE,2,Dairy,0,4,06/06/2025,06/13/2025,Crate,C,Keep Upright,0.05,17:00,20:00
L821,45.47511,-92.561735,FALSE,14,Herbs,5,10,06/06/2025,06/10/2025,Box,A,None,0.11,12:00,17:00
L822,43.63988,-85.804948,FALSE,23,Herbs,5,10,06/06/2025,06/09/2025,Pallet,B,Keep Upright,0.62,17:00,20:00
L823,46.597344,-92.125731,FALSE,19,Herbs,5,10,06/06/2025,06/08/2025,Box,A,Keep Upright,0.35,17:00,20:00
L824,46.045256,-96.972232,FALSE,23,Herbs,5,10,06/07/2025,06/09/2025,Crate,A,Fragile,0.62,17:00,20:00
L825,47.513,-91.157739,FALSE,13,Leafy,1,7,06/08/2025,06/15/2025,Crate,B,Fragile,0.02,12:00,17:00
L826,46.012234,-94.67991,FALSE,18,Dairy,0,4,06/08/2025,06/10/2025,Box,A,None,0.08,17:00,20:00
L827,48.79968,-88.852133,TRUE,11,Herbs,5,10,06/08/2025,06/14/2025,Crate,C,Fragile,0.55,12:00,17:00
L828,43.736333,-85.647468,FALSE,16,Dairy,0,4,06/08/2025,06/11/2025,Crate,C,None,0.73,17:00,20:00
